Zeit_Tag;Leistung_Total;Leistung_NCS;Leistung_HPC;Leistung_MCS
0;7273,2;7004,4857142857145;0,0;268,68571428571425
5;7242,585714285714;7025,042857142857;0,0;217,55714285714288
10;7202,628571428571;7042,228571428571;0,0;160,41428571428574
15;7154,4857142857145;7052,114285714286;0,0;102,38571428571429
20;7097,371428571429;7059,285714285715;0,0;38,08571428571429
25;7072,571428571428;7060,671428571428;0,0;11,9
30;7061,857142857143;7061,857142857143;0,0;0,0
35;7058,614285714286;7058,614285714286;0,0;0,0
40;7052,914285714286;7052,914285714286;0,0;0,0
45;7043,5142857142855;7043,5142857142855;0,0;0,0
50;7030,457142857143;7030,457142857143;0,0;0,0
55;7015,314285714286;7015,314285714286;0,0;0,0
60;6995,257142857144;6995,257142857144;0,0;0,0
65;6969,771428571429;6969,771428571429;0,0;0,0
70;6937,628571428571;6937,628571428571;0,0;0,0
75;6897,942857142857;6897,942857142857;0,0;0,0
80;6854,928571428572;6854,928571428572;0,0;0,0
85;6805,757142857144;6805,757142857144;0,0;0,0
90;6752,114285714286;6752,114285714286;0,0;0,0
95;6694,5;6694,5;0,0;0,0
100;6630,242857142856;6630,242857142856;0,0;0,0
105;6563,6285714285705;6563,6285714285705;0,0;0,0
110;6494,814285714286;6494,814285714286;0,0;0,0
115;6423,957142857143;6423,957142857143;0,0;0,0
120;6350,5142857142855;6350,5142857142855;0,0;0,0
125;6272,471428571429;6272,471428571429;0,0;0,0
130;6193,557142857143;6193,557142857143;0,0;0,0
135;6114,628571428571;6114,628571428571;0,0;0,0
140;6034,900000000001;6034,900000000001;0,0;0,0
145;5954,614285714286;5954,614285714286;0,0;0,0
150;5870,5428571428565;5870,5428571428565;0,0;0,0
155;5781,142857142857;5781,142857142857;0,0;0,0
160;5687,842857142858;5687,842857142858;0,0;0,0
165;5591,400000000001;5591,400000000001;0,0;0,0
170;5495,542857142857;5495,542857142857;0,0;0,0
175;5400,314285714286;5400,314285714286;0,0;0,0
180;5305,028571428571;5305,028571428571;0,0;0,0
185;5208,071428571428;5208,071428571428;0,0;0,0
190;5109,357142857143;5109,357142857143;0,0;0,0
195;5009,757142857144;5009,757142857144;0,0;0,0
200;4905,685714285714;4905,685714285714;0,0;0,0
205;4799,542857142857;4799,542857142857;0,0;0,0
210;4695,371428571429;4695,371428571429;0,0;0,0
215;4589,785714285715;4589,785714285715;0,0;0,0
220;4478,271428571429;4478,271428571429;0,0;0,0
225;4365,4;4365,4;0,0;0,0
230;4253,5;4253,5;0,0;0,0
235;4138,742857142857;4138,742857142857;0,0;0,0
240;4023,2;4023,2;0,0;0,0
245;3906,942857142857;3906,942857142857;0,0;0,0
