LKW_ID;Ladetyp;Zeit;Ladezeit;Leistung;Pplus;Pminus;SOC;z;Ladestrategie
1;NCS;140;130;100,0;100,0;0,0;0,4153441345714898;1,0;p_max
1;NCS;145;135;100,0;100,0;0,0;0,4252647694921247;1,0;p_max
1;NCS;150;140;100,0;100,0;0,0;0,43518540441275966;1,0;p_max
1;NCS;155;145;100,0;100,0;0,0;0,44510603933339454;1,0;p_max
1;NCS;160;150;100,0;100,0;0,0;0,4550266742540295;1,0;p_max
1;NCS;165;155;100,0;100,0;0,0;0,46494730917466437;1,0;p_max
1;NCS;170;160;100,0;100,0;0,0;0,4748679440952993;1,0;p_max
1;NCS;175;165;100,0;100,0;0,0;0,4847885790159342;1,0;p_max
1;NCS;180;170;100,0;100,0;0,0;0,49470921393656914;1,0;p_max
1;NCS;185;175;100,0;100,0;0,0;0,504629848857204;1,0;p_max
1;NCS;190;180;100,0;100,0;0,0;0,5145504837778389;1,0;p_max
1;NCS;195;185;100,0;100,0;0,0;0,5244711186984738;1,0;p_max
1;NCS;200;190;100,0;100,0;0,0;0,5343917536191087;1,0;p_max
1;NCS;205;195;100,0;100,0;0,0;0,5443123885397436;1,0;p_max
1;NCS;210;200;100,0;100,0;0,0;0,5542330234603785;1,0;p_max
1;NCS;215;205;100,0;100,0;0,0;0,5641536583810135;1,0;p_max
1;NCS;220;210;100,0;100,0;0,0;0,5740742933016484;1,0;p_max
1;NCS;225;215;100,0;100,0;0,0;0,5839949282222833;1,0;p_max
1;NCS;230;220;100,0;100,0;0,0;0,5939155631429182;1,0;p_max
1;NCS;235;225;100,0;100,0;0,0;0,6038361980635532;1,0;p_max
1;NCS;240;230;100,0;100,0;0,0;0,613756832984188;1,0;p_max
1;NCS;245;235;100,0;100,0;0,0;0,623677467904823;1,0;p_max
1;NCS;250;240;100,0;100,0;0,0;0,6335981028254579;1,0;p_max
1;NCS;255;245;100,0;100,0;0,0;0,6435187377460929;1,0;p_max
1;NCS;260;250;100,0;100,0;0,0;0,6534393726667278;1,0;p_max
1;NCS;265;255;100,0;100,0;0,0;0,6633600075873627;1,0;p_max
1;NCS;270;260;100,0;100,0;0,0;0,6732806425079976;1,0;p_max
1;NCS;275;265;100,0;100,0;0,0;0,6832012774286326;1,0;p_max
1;NCS;280;270;100,0;100,0;0,0;0,6931219123492675;1,0;p_max
1;NCS;285;275;100,0;100,0;0,0;0,7030425472699019;1,0;p_max
1;NCS;290;280;100,0;100,0;0,0;0,7129631821905368;1,0;p_max
1;NCS;295;285;100,0;100,0;0,0;0,7228838171111718;1,0;p_max
1;NCS;300;290;100,0;100,0;0,0;0,7328044520318067;1,0;p_max
1;NCS;305;295;100,0;100,0;0,0;0,7427250869524415;1,0;p_max
1;NCS;310;300;100,0;100,0;0,0;0,7526457218730764;1,0;p_max
1;NCS;315;305;100,0;100,0;0,0;0,7625663567937114;1,0;p_max
1;NCS;320;310;100,0;100,0;0,0;0,7724869917143463;1,0;p_max
1;NCS;325;315;100,0;100,0;0,0;0,7824076266349813;1,0;p_max
1;NCS;330;320;100,0;100,0;0,0;0,7923282615556162;1,0;p_max
1;NCS;335;325;100,0;100,0;0,0;0,8022488964762512;1,0;p_max
1;NCS;340;330;100,0;100,0;0,0;0,8121695313968861;1,0;p_max
1;NCS;345;335;100,0;100,0;0,0;0,822090166317521;1,0;p_max
1;NCS;350;340;100,0;100,0;0,0;0,8320108012381559;1,0;p_max
1;NCS;355;345;100,0;100,0;0,0;0,8419314361587908;1,0;p_max
1;NCS;360;350;100,0;100,0;0,0;0,8518520710794257;1,0;p_max
1;NCS;365;355;100,0;100,0;0,0;0,8617727060000606;1,0;p_max
1;NCS;370;360;100,0;100,0;0,0;0,8716933409206955;1,0;p_max
1;NCS;375;365;100,0;100,0;0,0;0,8816139758413305;1,0;p_max
1;NCS;380;370;100,0;100,0;0,0;0,8915346107619654;1,0;p_max
1;NCS;385;375;100,0;100,0;0,0;0,9014552456826003;1,0;p_max
1;NCS;390;380;100,0;100,0;0,0;0,9113758806032352;1,0;p_max
1;NCS;395;385;100,0;100,0;0,0;0,9212965155238702;1,0;p_max
1;NCS;400;390;100,0;100,0;0,0;0,931217150444505;1,0;p_max
1;NCS;405;395;100,0;100,0;0,0;0,94113778536514;1,0;p_max
1;NCS;410;400;100,0;100,0;0,0;0,9510584202857749;1,0;p_max
1;NCS;415;405;100,0;100,0;0,0;0,9609790552064099;1,0;p_max
1;NCS;420;410;100,0;100,0;0,0;0,9708996901270448;1,0;p_max
1;NCS;425;415;100,0;100,0;0,0;0,9808203250476797;1,0;p_max
1;NCS;430;420;93,33112351938877;93,33112351938877;0,0;0,9907409599683146;1,0;p_max
1;NCS;435;425;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;440;430;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;445;435;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;450;440;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;455;445;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;460;450;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;465;455;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;470;460;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;475;465;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;480;470;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;485;475;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;490;480;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;495;485;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;500;490;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;505;495;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;510;500;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;515;505;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;520;510;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;525;515;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;530;520;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;535;525;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;540;530;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;545;535;0,0;0,0;0,0;1,0;1,0;p_max
1;NCS;550;540;;;;1,0;;p_max
2;NCS;40;0;100,0;100,0;0,0;0,1044247103057994;1,0;p_max
2;NCS;45;5;100,0;100,0;0,0;0,11310526586135496;1,0;p_max
2;NCS;50;10;100,0;100,0;0,0;0,12178582141691051;1,0;p_max
2;NCS;55;15;100,0;100,0;0,0;0,13046637697246607;1,0;p_max
2;NCS;60;20;100,0;100,0;0,0;0,13914693252802163;1,0;p_max
2;NCS;65;25;100,0;100,0;0,0;0,14782748808357718;1,0;p_max
2;NCS;70;30;100,0;100,0;0,0;0,15650804363913273;1,0;p_max
2;NCS;75;35;100,0;100,0;0,0;0,1651885991946883;1,0;p_max
2;NCS;80;40;100,0;100,0;0,0;0,17386915475024387;1,0;p_max
2;NCS;85;45;100,0;100,0;0,0;0,18254971030579942;1,0;p_max
2;NCS;90;50;100,0;100,0;0,0;0,19123026586135497;1,0;p_max
2;NCS;95;55;100,0;100,0;0,0;0,19991082141691052;1,0;p_max
2;NCS;100;60;100,0;100,0;0,0;0,20859137697246607;1,0;p_max
2;NCS;105;65;100,0;100,0;0,0;0,21727193252802163;1,0;p_max
2;NCS;110;70;100,0;100,0;0,0;0,22595248808357718;1,0;p_max
2;NCS;115;75;100,0;100,0;0,0;0,23463304363913273;1,0;p_max
2;NCS;120;80;100,0;100,0;0,0;0,24331359919468828;1,0;p_max
2;NCS;125;85;100,0;100,0;0,0;0,25199415475024384;1,0;p_max
2;NCS;130;90;100,0;100,0;0,0;0,2606747103057994;1,0;p_max
2;NCS;135;95;100,0;100,0;0,0;0,26935526586135494;1,0;p_max
2;NCS;140;100;100,0;100,0;0,0;0,2780358214169105;1,0;p_max
2;NCS;145;105;100,0;100,0;0,0;0,28671637697246605;1,0;p_max
2;NCS;150;110;100,0;100,0;0,0;0,2953969325280216;1,0;p_max
2;NCS;155;115;100,0;100,0;0,0;0,30407748808357843;1,0;p_max
2;NCS;160;120;100,0;100,0;0,0;0,312758043639134;1,0;p_max
2;NCS;165;125;100,0;100,0;0,0;0,32143859919468953;1,0;p_max
2;NCS;170;130;100,0;100,0;0,0;0,3301191547502451;1,0;p_max
2;NCS;175;135;100,0;100,0;0,0;0,33879971030580064;1,0;p_max
2;NCS;180;140;100,0;100,0;0,0;0,3474802658613562;1,0;p_max
2;NCS;185;145;100,0;100,0;0,0;0,35616082141691174;1,0;p_max
2;NCS;190;150;100,0;100,0;0,0;0,3648413769724673;1,0;p_max
2;NCS;195;155;100,0;100,0;0,0;0,37352193252802285;1,0;p_max
2;NCS;200;160;100,0;100,0;0,0;0,38220248808357843;1,0;p_max
2;NCS;205;165;100,0;100,0;0,0;0,39088304363913395;1,0;p_max
2;NCS;210;170;100,0;100,0;0,0;0,39956359919468953;1,0;p_max
2;NCS;215;175;100,0;100,0;0,0;0,40824415475024506;1,0;p_max
2;NCS;220;180;100,0;100,0;0,0;0,41692471030580064;1,0;p_max
2;NCS;225;185;100,0;100,0;0,0;0,42560526586135616;1,0;p_max
2;NCS;230;190;100,0;100,0;0,0;0,43428582141691174;1,0;p_max
2;NCS;235;195;100,0;100,0;0,0;0,44296637697246727;1,0;p_max
2;NCS;240;200;100,0;100,0;0,0;0,45164693252802285;1,0;p_max
2;NCS;245;205;100,0;100,0;0,0;0,4603274880835784;1,0;p_max
2;NCS;250;210;100,0;100,0;0,0;0,46900804363913395;1,0;p_max
2;NCS;255;215;100,0;100,0;0,0;0,4776885991946895;1,0;p_max
2;NCS;260;220;100,0;100,0;0,0;0,48636915475024506;1,0;p_max
2;NCS;265;225;100,0;100,0;0,0;0,4950497103058006;1,0;p_max
2;NCS;270;230;100,0;100,0;0,0;0,5037302658613562;1,0;p_max
2;NCS;275;235;100,0;100,0;0,0;0,5124108214169116;1,0;p_max
2;NCS;280;240;100,0;100,0;0,0;0,5210913769724672;1,0;p_max
2;NCS;285;245;100,0;100,0;0,0;0,5297719325280228;1,0;p_max
2;NCS;290;250;100,0;100,0;0,0;0,5384524880835784;1,0;p_max
2;NCS;295;255;100,0;100,0;0,0;0,5471330436391338;1,0;p_max
2;NCS;300;260;100,0;100,0;0,0;0,5558135991946894;1,0;p_max
2;NCS;305;265;100,0;100,0;0,0;0,564494154750245;1,0;p_max
2;NCS;310;270;100,0;100,0;0,0;0,5731747103058006;1,0;p_max
2;NCS;315;275;100,0;100,0;0,0;0,5818552658613565;1,0;p_max
2;NCS;320;280;100,0;100,0;0,0;0,5905358214169121;1,0;p_max
2;NCS;325;285;100,0;100,0;0,0;0,5992163769724677;1,0;p_max
2;NCS;330;290;100,0;100,0;0,0;0,6078969325280232;1,0;p_max
2;NCS;335;295;100,0;100,0;0,0;0,6165774880835787;1,0;p_max
2;NCS;340;300;100,0;100,0;0,0;0,6252580436391343;1,0;p_max
2;NCS;345;305;100,0;100,0;0,0;0,6339385991946899;1,0;p_max
2;NCS;350;310;100,0;100,0;0,0;0,6426191547502454;1,0;p_max
2;NCS;355;315;100,0;100,0;0,0;0,6512997103058009;1,0;p_max
2;NCS;360;320;100,0;100,0;0,0;0,6599802658613565;1,0;p_max
2;NCS;365;325;100,0;100,0;0,0;0,6686608214169121;1,0;p_max
2;NCS;370;330;100,0;100,0;0,0;0,6773413769724677;1,0;p_max
2;NCS;375;335;100,0;100,0;0,0;0,6860219325280231;1,0;p_max
2;NCS;380;340;100,0;100,0;0,0;0,6947024880835787;1,0;p_max
2;NCS;385;345;100,0;100,0;0,0;0,7033830436391343;1,0;p_max
2;NCS;390;350;100,0;100,0;0,0;0,7120635991946899;1,0;p_max
2;NCS;395;355;100,0;100,0;0,0;0,7207441547502453;1,0;p_max
2;NCS;400;360;100,0;100,0;0,0;0,7294247103058009;1,0;p_max
2;NCS;405;365;100,0;100,0;0,0;0,7381052658613565;1,0;p_max
2;NCS;410;370;100,0;100,0;0,0;0,7467858214169121;1,0;p_max
2;NCS;415;375;100,0;100,0;0,0;0,7554663769724675;1,0;p_max
2;NCS;420;380;100,0;100,0;0,0;0,7641469325280231;1,0;p_max
2;NCS;425;385;100,0;100,0;0,0;0,7728274880835787;1,0;p_max
2;NCS;430;390;100,0;100,0;0,0;0,7815080436391343;1,0;p_max
2;NCS;435;395;100,0;100,0;0,0;0,7901885991946898;1,0;p_max
2;NCS;440;400;100,0;100,0;0,0;0,7988691547502453;1,0;p_max
2;NCS;445;405;100,0;100,0;0,0;0,8075497103058009;1,0;p_max
2;NCS;450;410;100,0;100,0;0,0;0,8162302658613565;1,0;p_max
2;NCS;455;415;100,0;100,0;0,0;0,824910821416912;1,0;p_max
2;NCS;460;420;100,0;100,0;0,0;0,8335913769724675;1,0;p_max
2;NCS;465;425;100,0;100,0;0,0;0,8422719325280231;1,0;p_max
2;NCS;470;430;100,0;100,0;0,0;0,8509524880835787;1,0;p_max
2;NCS;475;435;100,0;100,0;0,0;0,8596330436391346;1,0;p_max
2;NCS;480;440;100,0;100,0;0,0;0,8683135991946902;1,0;p_max
2;NCS;485;445;100,0;100,0;0,0;0,8769941547502458;1,0;p_max
2;NCS;490;450;100,0;100,0;0,0;0,8856747103058014;1,0;p_max
2;NCS;495;455;100,0;100,0;0,0;0,8943552658613568;1,0;p_max
2;NCS;500;460;100,0;100,0;0,0;0,9030358214169124;1,0;p_max
2;NCS;505;465;100,0;100,0;0,0;0,911716376972468;1,0;p_max
2;NCS;510;470;100,0;100,0;0,0;0,9203969325280236;1,0;p_max
2;NCS;515;475;100,0;100,0;0,0;0,929077488083579;1,0;p_max
2;NCS;520;480;100,0;100,0;0,0;0,9377580436391346;1,0;p_max
2;NCS;525;485;100,0;100,0;0,0;0,9464385991946902;1,0;p_max
2;NCS;530;490;100,0;100,0;0,0;0,9551191547502458;1,0;p_max
2;NCS;535;495;100,0;100,0;0,0;0,9637997103058012;1,0;p_max
2;NCS;540;500;100,0;100,0;0,0;0,9724802658613568;1,0;p_max
2;NCS;545;505;100,0;100,0;0,0;0,9811608214169124;1,0;p_max
2;NCS;550;510;100,0;100,0;0,0;0,989841376972468;1,0;p_max
2;NCS;555;515;0,0;0,0;0,0;0,9985219325280236;1,0;p_max
2;NCS;560;520;17,02733727717878;17,02733727717878;0,0;0,9985219325280236;1,0;p_max
2;NCS;565;525;0,0;0,0;0,0;1,0;1,0;p_max
2;NCS;570;530;0,0;0,0;0,0;1,0;1,0;p_max
2;NCS;575;535;0,0;0,0;0,0;1,0;1,0;p_max
2;NCS;580;540;;;;1,0;;p_max
3;NCS;50;0;100,0;100,0;0,0;0,2651633501129525;1,0;p_max
3;NCS;55;5;100,0;100,0;0,0;0,2738439056685081;1,0;p_max
3;NCS;60;10;100,0;100,0;0,0;0,28252446122406366;1,0;p_max
3;NCS;65;15;100,0;100,0;0,0;0,2912050167796193;1,0;p_max
3;NCS;70;20;100,0;100,0;0,0;0,2998855723351749;1,0;p_max
3;NCS;75;25;100,0;100,0;0,0;0,3085661278907304;1,0;p_max
3;NCS;80;30;100,0;100,0;0,0;0,317246683446286;1,0;p_max
3;NCS;85;35;100,0;100,0;0,0;0,32592723900184184;1,0;p_max
3;NCS;90;40;100,0;100,0;0,0;0,3346077945573974;1,0;p_max
3;NCS;95;45;100,0;100,0;0,0;0,34328835011295294;1,0;p_max
3;NCS;100;50;100,0;100,0;0,0;0,3519689056685085;1,0;p_max
3;NCS;105;55;100,0;100,0;0,0;0,36064946122406405;1,0;p_max
3;NCS;110;60;100,0;100,0;0,0;0,36933001677961963;1,0;p_max
3;NCS;115;65;100,0;100,0;0,0;0,37801057233517515;1,0;p_max
3;NCS;120;70;100,0;100,0;0,0;0,38669112789073073;1,0;p_max
3;NCS;125;75;100,0;100,0;0,0;0,39537168344628626;1,0;p_max
3;NCS;130;80;100,0;100,0;0,0;0,40405223900184184;1,0;p_max
3;NCS;135;85;100,0;100,0;0,0;0,41273279455739736;1,0;p_max
3;NCS;140;90;100,0;100,0;0,0;0,42141335011295294;1,0;p_max
3;NCS;145;95;100,0;100,0;0,0;0,43009390566850847;1,0;p_max
3;NCS;150;100;100,0;100,0;0,0;0,43877446122406405;1,0;p_max
3;NCS;155;105;100,0;100,0;0,0;0,4474550167796196;1,0;p_max
3;NCS;160;110;100,0;100,0;0,0;0,45613557233517515;1,0;p_max
3;NCS;165;115;100,0;100,0;0,0;0,46481612789073184;1,0;p_max
3;NCS;170;120;100,0;100,0;0,0;0,4734966834462874;1,0;p_max
3;NCS;175;125;100,0;100,0;0,0;0,48217723900184295;1,0;p_max
3;NCS;180;130;100,0;100,0;0,0;0,49085779455739853;1,0;p_max
3;NCS;185;135;100,0;100,0;0,0;0,49953835011295405;1,0;p_max
3;NCS;190;140;100,0;100,0;0,0;0,5082189056685096;1,0;p_max
3;NCS;195;145;100,0;100,0;0,0;0,5168994612240652;1,0;p_max
3;NCS;200;150;100,0;100,0;0,0;0,5255800167796207;1,0;p_max
3;NCS;205;155;100,0;100,0;0,0;0,5342605723351762;1,0;p_max
3;NCS;210;160;100,0;100,0;0,0;0,5429411278907318;1,0;p_max
3;NCS;215;165;100,0;100,0;0,0;0,5516216834462874;1,0;p_max
3;NCS;220;170;100,0;100,0;0,0;0,560302239001843;1,0;p_max
3;NCS;225;175;100,0;100,0;0,0;0,5689827945573984;1,0;p_max
3;NCS;230;180;100,0;100,0;0,0;0,577663350112954;1,0;p_max
3;NCS;235;185;100,0;100,0;0,0;0,5863439056685096;1,0;p_max
3;NCS;240;190;100,0;100,0;0,0;0,5950244612240652;1,0;p_max
3;NCS;245;195;100,0;100,0;0,0;0,6037050167796206;1,0;p_max
3;NCS;250;200;100,0;100,0;0,0;0,6123855723351762;1,0;p_max
3;NCS;255;205;100,0;100,0;0,0;0,6210661278907318;1,0;p_max
3;NCS;260;210;100,0;100,0;0,0;0,6297466834462874;1,0;p_max
3;NCS;265;215;100,0;100,0;0,0;0,6384272390018428;1,0;p_max
3;NCS;270;220;100,0;100,0;0,0;0,6471077945573984;1,0;p_max
3;NCS;275;225;100,0;100,0;0,0;0,655788350112954;1,0;p_max
3;NCS;280;230;100,0;100,0;0,0;0,6644689056685096;1,0;p_max
3;NCS;285;235;100,0;100,0;0,0;0,673149461224065;1,0;p_max
3;NCS;290;240;100,0;100,0;0,0;0,6818300167796206;1,0;p_max
3;NCS;295;245;100,0;100,0;0,0;0,6905105723351762;1,0;p_max
3;NCS;300;250;100,0;100,0;0,0;0,6991911278907318;1,0;p_max
3;NCS;305;255;100,0;100,0;0,0;0,7078716834462873;1,0;p_max
3;NCS;310;260;100,0;100,0;0,0;0,7165522390018428;1,0;p_max
3;NCS;315;265;100,0;100,0;0,0;0,7252327945573984;1,0;p_max
3;NCS;320;270;100,0;100,0;0,0;0,733913350112954;1,0;p_max
3;NCS;325;275;100,0;100,0;0,0;0,7425939056685099;1,0;p_max
3;NCS;330;280;100,0;100,0;0,0;0,7512744612240655;1,0;p_max
3;NCS;335;285;100,0;100,0;0,0;0,7599550167796211;1,0;p_max
3;NCS;340;290;100,0;100,0;0,0;0,7686355723351767;1,0;p_max
3;NCS;345;295;100,0;100,0;0,0;0,7773161278907321;1,0;p_max
3;NCS;350;300;100,0;100,0;0,0;0,7859966834462877;1,0;p_max
3;NCS;355;305;100,0;100,0;0,0;0,7946772390018433;1,0;p_max
3;NCS;360;310;100,0;100,0;0,0;0,8033577945573989;1,0;p_max
3;NCS;365;315;100,0;100,0;0,0;0,8120383501129543;1,0;p_max
3;NCS;370;320;100,0;100,0;0,0;0,8207189056685099;1,0;p_max
3;NCS;375;325;100,0;100,0;0,0;0,8293994612240655;1,0;p_max
3;NCS;380;330;100,0;100,0;0,0;0,8380800167796211;1,0;p_max
3;NCS;385;335;100,0;100,0;0,0;0,8467605723351765;1,0;p_max
3;NCS;390;340;100,0;100,0;0,0;0,8554411278907321;1,0;p_max
3;NCS;395;345;100,0;100,0;0,0;0,8641216834462877;1,0;p_max
3;NCS;400;350;100,0;100,0;0,0;0,8728022390018433;1,0;p_max
3;NCS;405;355;100,0;100,0;0,0;0,8814827945573988;1,0;p_max
3;NCS;410;360;100,0;100,0;0,0;0,8901633501129543;1,0;p_max
3;NCS;415;365;100,0;100,0;0,0;0,8988439056685099;1,0;p_max
3;NCS;420;370;100,0;100,0;0,0;0,9075244612240655;1,0;p_max
3;NCS;425;375;100,0;100,0;0,0;0,916205016779621;1,0;p_max
3;NCS;430;380;100,0;100,0;0,0;0,9248855723351765;1,0;p_max
3;NCS;435;385;100,0;100,0;0,0;0,9335661278907321;1,0;p_max
3;NCS;440;390;100,0;100,0;0,0;0,9422466834462877;1,0;p_max
3;NCS;445;395;100,0;100,0;0,0;0,9509272390018432;1,0;p_max
3;NCS;450;400;100,0;100,0;0,0;0,9596077945573988;1,0;p_max
3;NCS;455;405;100,0;100,0;0,0;0,9682883501129543;1,0;p_max
3;NCS;460;410;100,0;100,0;0,0;0,9769689056685099;1,0;p_max
3;NCS;465;415;100,0;100,0;0,0;0,9856494612240655;1,0;p_max
3;NCS;470;420;65,31820669878323;65,31820669878323;0,0;0,9943300167796211;1,0;p_max
3;NCS;475;425;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;480;430;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;485;435;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;490;440;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;495;445;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;500;450;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;505;455;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;510;460;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;515;465;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;520;470;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;525;475;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;530;480;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;535;485;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;540;490;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;545;495;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;550;500;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;555;505;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;560;510;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;565;515;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;570;520;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;575;525;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;580;530;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;585;535;0,0;0,0;0,0;1,0;1,0;p_max
3;NCS;590;540;;;;1,0;;p_max
4;HPC;515;0;350,0;350,0;0,0;0,3729017061708936;1,0;p_max
4;HPC;520;5;350,0;350,0;0,0;0,403283650615338;1,0;p_max
4;HPC;525;10;350,0;350,0;0,0;0,4336655950597824;1,0;p_max
4;HPC;530;15;350,0;350,0;0,0;0,46404753950422684;1,0;p_max
4;HPC;535;20;350,0;350,0;0,0;0,49442948394867126;1,0;p_max
4;HPC;540;25;350,0;350,0;0,0;0,5248114283931157;1,0;p_max
4;HPC;545;30;350,0;350,0;0,0;0,5551933728375601;1,0;p_max
4;HPC;550;35;350,0;350,0;0,0;0,5855753172820045;1,0;p_max
4;HPC;555;40;75,37234491130675;75,37234491130675;0,0;0,6159572617264489;1,0;p_max
4;HPC;560;45;;;;0,6224999999999998;;p_max
5;HPC;545;0;350,0;350,0;0,0;0,4011354718769892;1,0;p_max
5;HPC;550;5;350,0;350,0;0,0;0,43585769409921143;1,0;p_max
5;HPC;555;10;350,0;350,0;0,0;0,47057991632143364;1,0;p_max
5;HPC;560;15;350,0;350,0;0,0;0,5053021385436559;1,0;p_max
5;HPC;565;20;350,0;350,0;0,0;0,5400243607658781;1,0;p_max
5;HPC;570;25;350,0;350,0;0,0;0,5747465829881003;1,0;p_max
5;HPC;575;30;350,0;350,0;0,0;0,6094688052103225;1,0;p_max
5;HPC;580;35;350,0;350,0;0,0;0,6441910274325447;1,0;p_max
5;HPC;585;40;111,75444347994926;111,75444347994926;0,0;0,678913249654767;1,0;p_max
5;HPC;590;45;;;;0,6900000000000001;;p_max
6;MCS;550;0;1000,0;1000,0;0,0;0,377230519473238;1,0;p_max
6;MCS;555;5;869,6276550886932;869,6276550886932;0,0;0,4764368686795872;1,0;p_max
6;MCS;560;10;927,9726627228213;927,9726627228213;0,0;0,5627094535098147;1,0;p_max
6;MCS;565;15;355,1160458982469;355,1160458982469;0,0;0,6547702335418406;1,0;p_max
6;MCS;570;20;0,0;0,0;0,0;0,6900000000000001;1,0;p_max
6;MCS;575;25;0,0;0,0;0,0;0,6900000000000001;1,0;p_max
6;MCS;580;30;0,0;0,0;0,0;0,6900000000000001;1,0;p_max
6;MCS;585;35;0,0;0,0;0,0;0,6900000000000001;1,0;p_max
6;MCS;590;40;0,0;0,0;0,0;0,6900000000000001;1,0;p_max
6;MCS;595;45;;;;0,6900000000000001;;p_max
7;MCS;555;0;1000,0;1000,0;0,0;0,3808870870179595;1,0;p_max
7;MCS;560;5;1000,0;1000,0;0,0;0,49662782775870024;1,0;p_max
7;MCS;565;10;1000,0;1000,0;0,0;0,612368568499441;1,0;p_max
7;MCS;570;15;448,3355681648302;448,3355681648302;0,0;0,7281093092401817;1,0;p_max
7;MCS;575;20;0,0;0,0;0,0;0,78;1,0;p_max
7;MCS;580;25;0,0;0,0;0,0;0,78;1,0;p_max
