LKW_ID;Ladetyp;Zeit;Ladezeit;Leistung;Pplus;Pminus;SOC;X;z;Ladestrategie
1;NCS;10;0;100,0;100,0;0,0;0,1574076266349825;1,0;1,0;p_max
1;NCS;15;5;100,0;100,0;0,0;0,16732826155561742;1,0;1,0;p_max
1;NCS;20;10;100,0;100,0;0,0;0,17724889647625233;1,0;1,0;p_max
1;NCS;25;15;100,0;100,0;0,0;0,18716953139688725;1,0;1,0;p_max
1;NCS;30;20;100,0;100,0;0,0;0,19709016631752216;1,0;1,0;p_max
1;NCS;35;25;100,0;100,0;0,0;0,20701080123815707;1,0;1,0;p_max
1;NCS;40;30;100,0;100,0;0,0;0,21693143615879198;1,0;1,0;p_max
1;NCS;45;35;100,0;100,0;0,0;0,22685207107942706;1,0;1,0;p_max
1;NCS;50;40;100,0;100,0;0,0;0,23677270600006198;1,0;1,0;p_max
1;NCS;55;45;100,0;100,0;0,0;0,2466933409206969;1,0;1,0;p_max
1;NCS;60;50;100,0;100,0;0,0;0,25661397584133183;1,0;1,0;p_max
1;NCS;65;55;100,0;100,0;0,0;0,2665346107619668;1,0;1,0;p_max
1;NCS;70;60;100,0;100,0;0,0;0,2764552456826017;1,0;1,0;p_max
1;NCS;75;65;100,0;100,0;0,0;0,2863758806032366;1,0;1,0;p_max
1;NCS;80;70;100,0;100,0;0,0;0,29629651552387154;1,0;1,0;p_max
1;NCS;85;75;100,0;100,0;0,0;0,3062171504445064;1,0;1,0;p_max
1;NCS;90;80;100,0;100,0;0,0;0,31613778536514137;1,0;1,0;p_max
1;NCS;95;85;100,0;100,0;0,0;0,32605842028577625;1,0;1,0;p_max
1;NCS;100;90;100,0;100,0;0,0;0,3359790552064112;1,0;1,0;p_max
1;NCS;105;95;100,0;100,0;0,0;0,3458996901270461;1,0;1,0;p_max
1;NCS;110;100;100,0;100,0;0,0;0,355820325047681;1,0;1,0;p_max
1;NCS;115;105;100,0;100,0;0,0;0,3657409599683159;1,0;1,0;p_max
1;NCS;120;110;100,0;100,0;0,0;0,37566159488895084;1,0;1,0;p_max
1;NCS;125;115;100,0;100,0;0,0;0,3855822298095862;1,0;1,0;p_max
1;NCS;130;120;100,0;100,0;0,0;0,3955028647302211;1,0;1,0;p_max
1;NCS;135;125;100,0;100,0;0,0;0,405423499650856;1,0;1,0;p_max
1;NCS;140;130;100,0;100,0;0,0;0,41534413457149094;1,0;1,0;p_max
1;NCS;145;135;100,0;100,0;0,0;0,4252647694921258;1,0;1,0;p_max
1;NCS;150;140;100,0;100,0;0,0;0,43518540441276077;1,0;1,0;p_max
1;NCS;155;145;100,0;100,0;0,0;0,44510603933339565;1,0;1,0;p_max
1;NCS;160;150;100,0;100,0;0,0;0,4550266742540306;1,0;1,0;p_max
1;NCS;165;155;100,0;100,0;0,0;0,46494730917466554;1,0;1,0;p_max
1;NCS;170;160;100,0;100,0;0,0;0,4748679440953005;1,0;1,0;p_max
1;NCS;175;165;100,0;100,0;0,0;0,48478857901593536;1,0;1,0;p_max
1;NCS;180;170;100,0;100,0;0,0;0,4947092139365703;1,0;1,0;p_max
1;NCS;185;175;100,0;100,0;0,0;0,5046298488572052;1,0;1,0;p_max
1;NCS;190;180;100,0;100,0;0,0;0,5145504837778401;1,0;1,0;p_max
1;NCS;195;185;100,0;100,0;0,0;0,5244711186984751;1,0;1,0;p_max
1;NCS;200;190;100,0;100,0;0,0;0,53439175361911;1,0;1,0;p_max
1;NCS;205;195;100,0;100,0;0,0;0,544312388539745;1,0;1,0;p_max
1;NCS;210;200;100,0;100,0;0,0;0,5542330234603798;1,0;1,0;p_max
1;NCS;215;205;100,0;100,0;0,0;0,5641536583810148;1,0;1,0;p_max
1;NCS;220;210;100,0;100,0;0,0;0,5740742933016497;1,0;1,0;p_max
1;NCS;225;215;100,0;100,0;0,0;0,5839949282222847;1,0;1,0;p_max
1;NCS;230;220;100,0;100,0;0,0;0,5939155631429196;1,0;1,0;p_max
1;NCS;235;225;100,0;100,0;0,0;0,6038361980635546;1,0;1,0;p_max
1;NCS;240;230;100,0;100,0;0,0;0,6137568329841895;1,0;1,0;p_max
1;NCS;245;235;100,0;100,0;0,0;0,6236774679048245;1,0;1,0;p_max
1;NCS;250;240;100,0;100,0;0,0;0,6335981028254594;1,0;1,0;p_max
1;NCS;255;245;100,0;100,0;0,0;0,6435187377460944;1,0;1,0;p_max
